quote;rating;date;fullrev;Hotel;Region;Location;hotelid;Naslov;Lat;Long
Top of the world;5;29.07.2016;This hotel due to its high class appearance can't disappointe you. It has splendid service and nice rooms. Also now you can have cocktail on the rooftop with the excellent view of the sea so romantic. Must try. Enjoy yourself. ...;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Excellent stay;5;28.07.2016;Again an excellent stay. The entire team is motivated, friendly and well trained.You start your day with a delicious breakfast and end it with a sun downer at the rooftop terrace with stunning views. Love it - will come back soon.;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Had expected more;3;25.07.2016;"Very nice place but too pricey for what it offers. That food is really poor quality. You don't get fresh bread on Sunday. And for Dinner you can eat much better at about any Restaurant by the beach. The spa area is very nice and very clean but would have preferred a pool with \normal\"" water instead of saltwater. It's more fun for the kids. Don't think i would come back.""";Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Hotel with a soul;5;25.07.2016;Very cozy hotel with big rooms. One of my favourite places for breakfast ever. The hotel was rebuild few years ago but the soul is there, service is excellent and normal price for this type of hotels.;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Grand Old Hotel with Modern Addition;5;24.07.2016;We spent three nights at the Kempinski Palace and were delighted with the service, location, and room. We were given a complementary upgrade to a suite in the new part of the hotel with a large, L shaped balcony overlooking the pool and the sea beyond. Breakfast is taken in the old hotel in a beautiful setting. Staff were excellent as one expects in a Kempinski. In every respect we were delighted.;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Unpleasant lack of security + hospitality;3;24.07.2016;Unlike in premium properties around the world, in this hotel you don't require your room card to activate the lift. The reception is on a different floor to the beach-side entrance, so there is no-one checking who is entering the hotel directly from the street or the beach. When I mentioned this to reception, the woman laughed and said, 'well we can't have someone on duty with a gun!' This in the week of the Nice atrocity and the shootings in Munich. Unlike other lucky people on Trup Advirso, our check-in was neither speedy nor friendly. No-one showed us around our room, or showed us how things worked. And after our journey to Portoroz in divine 35 degrees heat, we were disappointed there was no welcoming touch such as a free half bottle of water. We booked this hotel partly because the pool looked so heavenly - but be advised that at the peak season, you are unlikely to get a sun-lounger at all! Crammed in like sardines. Most unappealing. You can however pay 20 Euros per person to sunbathe at a private beach!! We walked up the coast and found an unspoiled free area under pine trees - much more our style. The Concierge men were super-helpful and smiley, and the breakfasts are great. However, we disagree with those who say the double-glazing is effective. We stayed in the old wing and even with ear-plugs you can hear some bass beats from a couple of bars - bearable, but do pack your ear-plugs. A door in the bathroom fell off but they fixed it within 24 hours. Just check the toiletries - ours had their seals broken, suggesting they were not fresh for our use. When we checked out we again mentioned the security issue and a woman in red was at least sympathetic. However our disappointment that despite paying for a certain category of room we hadn't had the expected balcony was met with the response that she would make sure we had a better room next time. Too late, my dear.;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Just AMAZING!!!;5;20.07.2016;I cannot say anything negative about this fabulous hotel.From the moment we arrived the reception staff could not have been more friendly and welcoming and this continued throughout our stay with all the staff. Absolutely beautiful hotel in an equally beautiful location. We were suitably impressed with our large and very comfortable room and this continued into the bar,lounge areas.Very good pool area with everything you need to relax. Breakfast was exceptional with a selection of items that we have never had the choice of in many of the other 4/5 star hotels we have stayed in and the breakfast / dining room decor is amazing.I could go on indefinitely about the positives of this hotel,but will just say it is a must stay and we will certainly be making a return visit in the future.;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Great hotel ;4;20.07.2016;Beautiful hotel with marvellous facilities. Great pool, great breakfast and perfect location. Staff was very friendly and the whole atmosphere was chilled out and yet professional. The concierge was great and helped us with arrangements at another hotel after our stay.;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Excellent!!!;5;19.07.2016;My family is a repeat customer of this hotel. We find it really outstanding. It is perfectly located and in terms of architecture it has best of both worlds: traditional and modern. If you are lucky you can choose which wing to stay in. The hotel has great facilities, the pool, two restaurants bar with professional mixer. The breakfast is amazing and it even stands out from out Kempinski breakfasts. But the service what makes this hotel really special for us. People here make everything what they can do to make our holiday unforgettable. We keep coming back here and will do so if nothing changes. Good job!;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
Mixed feelings;3;16.07.2016;Room fantastic , Breakfast buffet amazing location ExcellentFood and drink prices very expensive even though its 5 star 8 euros for bottle becks half price in any beach bars just across road also no outside sitting area apart from around pool bar doesnt open till 5pm but overall good stay;Kempinski Palace Portoroz;Slovenija;Seaside;SlovenijaMorjeKempinskiPalacePortoroz;Obala 45, Portoroz 6320, Slovenia;45.5147033;13.5919325
